timestamp,jacobian_error,ccd_error,jacobian_time_ms,ccd_time_ms
0.014676570892333984,0.6000000000000001,0.19999999999999973,1.39617919921875,13.100385665893555
0.02537369728088379,0.18472508744393687,0.18433824986301026,2.3670196533203125,8.160114288330078
0.03329348564147949,0.13830789103282454,0.13770105080443582,1.0209083557128906,6.812095642089844
0.04440903663635254,0.06317824752624415,0.0001293419665146589,1.3952255249023438,9.653806686401367
0.05454897880554199,0.1018961673599265,0.004772710571926525,1.0328292846679688,9.035110473632812
0.06083369255065918,0.12635795938247235,2.778247220090026e-05,1.041412353515625,5.160331726074219
0.0652458667755127,0.1301723553892455,6.235633274297087e-05,1.0859966278076172,3.264188766479492
0.07396864891052246,0.14592744336327496,0.016231312036197806,1.0509490966796875,7.617712020874023
0.08380913734436035,0.19438127282030393,0.11195028938470677,1.2450218200683594,8.525848388671875
0.09306955337524414,0.27589388415179317,0.18457025862097226,1.2965202331542969,7.881641387939453
0.10326051712036133,0.3372144789433163,0.2708187957568413,1.3992786407470703,8.709907531738281
0.11230850219726562,0.29999236229639187,0.0050151303341691,1.2869834899902344,7.668495178222656
0.12128043174743652,0.13727413768840105,0.056953163900910105,1.9567012786865234,6.934404373168945
0.13464689254760742,0.16419853443266036,0.13756602540316626,1.4557838439941406,11.82866096496582
0.14281368255615234,0.20287161109491886,0.19609923393661272,1.0390281677246094,7.042884826660156
0.1538093090057373,0.22091491314261077,0.21510062835332183,1.0402202606201172,9.902238845825195
0.1620173454284668,0.2161900752441548,0.21079222855758464,1.0380744934082031,7.095098495483398
0.17102956771850586,0.19991391052821453,0.19539409841086647,1.1746883392333984,7.756233215332031
0.1795341968536377,0.17760991693613656,0.17405799329413196,1.0361671447753906,7.404565811157227
0.18756508827209473,0.1505514228550853,0.147768490786803,1.0275840759277344,6.946086883544922
